symptom	name	labs	labNames
HEREDITARY_SPHEROCYTOSIS	hereditary spherocytosis	(COMPLETE_BLOOD_COUNT MEAN_CORPUSCULAR_HEMOGLOBIN_CONCENTRATION MEAN_CORPUSCULAR_VOLUME PERIPHERAL_BLOOD_SMEAR RETICULOCYTE_COUNT DIRECT_ANTIGLOBULIN_TEST ANTI_HUMAN_GLOBULIN_TEST ERYTHROCYTE_OSMOTIC_FRAGILITY)	(complete blood count (CBC) mean corpuscular hemoglobin concentration (MCHC) mean corpuscular volume (MCV) peripheral blood smear reticulocyte count direct antiglobulin test (DAT, direct Coomb's test) anti-human globulin test (Coomb's test) erythrocyte osmotic fragility)
LEMIERRE_SYNDROME	Lemierre syndrome (septic thrombosis of the jugular vein)	(COMPLETE_BLOOD_COUNT)	(complete blood count (CBC))
POSTRENAL_AZOTEMIA	postrenal azotemia; obstructive uropathy	(BUN/CREATININE_RATIO UREA_NITROGEN_IN_BLOOD POTASSIUM_IN_SERUM URINARY_INDEX ELECTROLYTES_IN_URINE)	(urea nitrogen (BUN)/creatinine ratio urea nitrogen in blood; blood urea nitrogen (BUN) potassium (K+) in serum/plasma urinary indices electrolytes in urine)
URETHRAL_STRICTURE	urethral stricture	(URINE_CULTURE URINALYSIS GENPROBE)	(urine culture urinalysis (UA) Chlamydia trachomatis/Neisseria gonorrhoeae DNA by PCR (GenProbe, Amplicor))
ABDOMINAL_COMPARTMENT_SYNDROME	abdominal compartment syndrome	(FRACTIONAL_EXCRETION_OF_SODIUM)	(fractional excretion of sodium (FENA))
PRERENAL_AZOTEMIA	prerenal azotemia	(URINE_OSMOLALITY SODIUM_IN_URINE FRACTIONAL_EXCRETION_OF_SODIUM CREATININE_IN_URINE LIGHT_MICROSCOPY)	(urine osmolality sodium (Na+) in urine fractional excretion of sodium (FENA) creatinine in urine light microscopy)
HEMOPTYSIS	hemoptysis	(COMPLETE_BLOOD_COUNT PLATELET_COUNT PT/PTT PARTIAL_THROMBOPLASTIN_TIME CYTOLOGY CULTURE ARTERIAL_BLOOD_GAS URINALYSIS)	(complete blood count (CBC) platelet count PT/PTT partial thromboplastin time (PTT) cytology culture arterial blood gas (ABG) urinalysis (UA))
RETROPERITONEAL_HEMORRHAGE	retroperitoneal hemorrhage; retroperitoneal hematoma	(URINALYSIS)	(urinalysis (UA))
ADRENAL_HEMORRHAGE	adrenal hemorrhage	(COMPLETE_BLOOD_COUNT CHEMISTRY_14_PANEL ALDOSTERONE_IN_SERUM CORTISOL_IN_SERUM ACTH_IN_PLASMA RENIN_IN_PLASMA COSYNTROPIN_STIMULATION_TEST)	(complete blood count (CBC) chemistry 14 panel (comprehensive metabolic panel, CMP, chem 12, SMA12, SMA20) aldosterone in serum/plasma cortisol in serum ACTH (corticotropin) in plasma renin in plasma cosyntropin (ACTH, Cortrosyn) stimulation test (delta cortisol test))
ALVEOLAR_HEMORRHAGE	alveolar hemorrhage	(COMPLETE_BLOOD_COUNT CREATININE_IN_SERUM/PLASMA)	(complete blood count (CBC) creatinine in serum/plasma)
FETAL_MATERNAL_HEMORRHAGE	fetal-maternal hemorrhage	(HEMOGLOBIN_F_IN_BLOOD)	(hemoglobin F in blood (Kleihauer-Betke test))
POSTPARTUM_HEMORRHAGE	postpartum hemorrhage	(INTERNATIONAL_NORMALIZED_RATIO PLASMA_MIXING_STUDIES PARTIAL_THROMBOPLASTIN_TIME)	(International normalized ratio (INR) plasma mixing studies partial thromboplastin time (PTT))
DISSECTING_ANEURYSM	dissecting aneurysm	(D_DIMER_IN_PLASMA)	(D-dimer in plasma (SimpliRED))
CAROTID_ARTERY_DISSECTION	carotid artery dissection	(COMPLETE_BLOOD_COUNT PARTIAL_THROMBOPLASTIN_TIME)	(complete blood count (CBC) partial thromboplastin time (PTT))
CARDIAC_TAMPONADE	cardiac tamponade	(UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA COMPLETE_BLOOD_COUNT COAGULATION_SCREENING_PANEL ERYTHROCYTE_SEDIMENTATION_RATE NUCLEAR_ANTIBODY_IN_BODY_FLUID RHEUMATOID_FACTOR)	(urea nitrogen in serum/plasma creatinine in serum/plasma complete blood count (CBC) coagulation screening panel erythrocyte sedimentation rate (ESR) nuclear antibody in body fluid rheumatoid factor (RF))
DISSECTING_AORTIC_ANEURYSM	dissecting aortic aneurysm (acute aortic syndrome)	(D_DIMER_IN_PLASMA)	(D-dimer in plasma (SimpliRED))
HEMORRHAGIC_STROKE	hemorrhagic stroke	(CEREBROSPINAL_FLUID_ANALYSIS)	(cerebrospinal fluid analysis)
SUBARACHNOID_HEMORRHAGE	subarachnoid hemorrhage (SAH)	(MAGNESIUM_IN_SERUM)	(magnesium (Mg+2) in serum)
BRAINSTEM_HEMORRHAGE	brainstem hemorrhage	(URINE_TOXICOLOGY)	(urine toxicology)
CEREBELLAR_HEMORRHAGE	cerebellar hemorrhage	(URINE_TOXICOLOGY)	(urine toxicology)
INTRACEREBRAL_HEMORRHAGE	intracerebral hemorrhage (ICH)	(URINE_TOXICOLOGY)	(urine toxicology)
HYPERVOLEMIA	hypervolemia (extracellular volume overload)	(URINALYSIS FRACTIONAL_EXCRETION_OF_SODIUM 24_HOUR_URINE_PROTEIN)	(urinalysis (UA) fractional excretion of sodium (FENA) 24 hour urine protein)
HYPOVOLEMIA	hypovolemia (extracellular volume depletion)	(URINALYSIS POTASSIUM_IN_SERUM CHLORIDE_IN_URINE SODIUM_IN_URINE NEGATIVE_LOG_H+_CONCENTRATION ELECTROLYTE_PANEL OSMOLALITY BUN/CREATININE_RATIO FRACTIONAL_EXCRETION_OF_SODIUM COMPLETE_BLOOD_COUNT HEMATOCRIT)	(urinalysis (UA) potassium (K+) in serum/plasma chloride (Cl-) in urine sodium (Na+) in urine - logarithm[10] H+ concentration (pH) electrolyte panel osmolality (Osm) urea nitrogen (BUN)/creatinine ratio fractional excretion of sodium (FENA) complete blood count (CBC) hematocrit (Hct) of blood)
ADDISONIAN_CRISIS	hypoadrenal (Addisonian) crisis; acute adrenal insufficiency	(CHEMISTRY_7_PANEL SODIUM_IN_SERUM POTASSIUM_IN_SERUM ANION_GAP BICARBONATE_IN_SERUM GLUCOSE_IN_SERUM/PLASMA CORTISOL_IN_SERUM)	(chemistry 7 panel (Chem-7 SMA7) sodium (Na+) in serum potassium (K+) in serum/plasma anion gap bicarbonate (HCO3-) in serum glucose in serum/plasma cortisol in serum)
PAINLESS_DIABETIC_MOTOR_NEUROPATHY	painless diabetic motor neuropathy	(HEMOGLOBIN_A1C_IN_RED_BLOOD_CELLS)	(hemoglobin A1c in red blood cells (Tina-quant HbA1cDx))
HYPERSENSITIVITY_PNEUMONITIS	hypersensitivity pneumonitis; extrinsic allergic alveolitis; pigeon breeder's lung; farmer's lung; allergic pneumonitis	(GEL_DIFFUSION)	(gel diffusion)
ACUTE_HYPERSENSITIVITY_PNEUMONITIS	acute hypersensitivity pneumonitis	(SEROLOGY)	(serology)
CHRONIC_HYPERSENSITIVITY_PNEUMONITIS	chronic hypersensitivity pneumonitis	(CD4/CD8_RATIO)	(CD4/CD8 ratio)
LATEX_ALLERGY	latex allergy	(TRYPTASE_IN_SERUM)	(tryptase in serum)
ALLERGIC_BRONCHOPULMONARY_ASPERGILLOSIS	allergic bronchopulmonary aspergillosis; allergic bronchopulmonary mycosis (ABPA)	(COMPLETE_BLOOD_COUNT IGG_IN_SERUM IGE_IN_SERUM)	(complete blood count (CBC) IgG in serum IgE in serum)
ALLERGIC_RHINITIS	allergic rhinitis (hay fever)	(CYTOLOGY ALLERGEN_SEROLOGY RADIOALLERGOSORBENT_TEST)	(cytology allergen serology radioallergosorbent [RAST] testing)
ASTHMA	asthma	(ARTERIAL_BLOOD_GAS PARTIAL_PRESSURE_OF_CARBON_DIOXIDE SPUTUM_CYTOLOGY EOSINOPHILS_IN_SPUTUM)	(arterial blood gas (ABG) partial pressure of carbon dioxide (pCO2) sputum cytology eosinophils in sputum)
ANAPHYLAXIS	anaphylaxis	(TRYPTASE_IN_SERUM HISTAMINE_IN_SERUM/PLASMA N_METHYLHISTAMINE_IN_URINE)	(tryptase in serum histamine in serum/plasma N-methylhistamine in urine)
ADULT_ONSET_ASTHMA	adult-onset asthma	(COMPLETE_BLOOD_COUNT EOSINOPHILS_IN_SPUTUM)	(complete blood count (CBC) eosinophils in sputum)
ASTHMA_RELATED_TRAITS	asthma-related traits	(IGE_IN_SERUM)	(IgE in serum)
STATUS_ASTHMATICUS	status asthmaticus	(ARTERIAL_BLOOD_GAS PARTIAL_PRESSURE_OF_CARBON_DIOXIDE CHEMISTRY_7_PANEL ANION_GAP)	(arterial blood gas (ABG) partial pressure of carbon dioxide (pCO2) chemistry 7 panel (Chem-7 SMA7) anion gap)
SCLEROMYXEDEMA	scleromyxedema	(SERUM_PROTEIN_ELECTROPHORESIS URINE_PROTEIN_ELECTROPHORESIS)	(serum protein electrophoresis (SPE) urine protein electrophoresis)
SCLERODERMA	scleroderma (systemic sclerosis)	(SEROLOGY NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM ANTI_SCL70_IN_BODY_FLUID ANTI_CENTROMERE_ANTIBODY ANTI_U3_RNP_IN_SERUM COMPLETE_BLOOD_COUNT IRON_STUDIES VITAMIN_B12_IN_SERUM/PLASMA FOLATE_IN_SERUM/PLASMA)	(serology nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum anti-Scl-70 (anti-topoisomerase) in body fluid anti-centromere antibody anti-U3 RNP in serum (anti-fibrillarin Ab) complete blood count (CBC) iron studies vitamin B12 in serum/plasma folate in serum/plasma)
CUTANEOUS_SYSTEMIC_SCLEROSIS	cutaneous systemic sclerosis	(NUCLEAR_ANTIBODY_IN_BODY_FLUID)	(nuclear antibody in body fluid)
SCLERODERMA_RENAL_CRISIS	scleroderma renal crisis	(RENAL_FUNCTION_TEST RENIN_IN_PLASMA)	(renal function tests; renal function panel renin in plasma)
CREST_SYNDROME	CREST syndrome	(ANTI_CENTROMERE_ANTIBODY ANTI_SCL70_IN_BODY_FLUID)	(anti-centromere antibody anti-Scl-70 (anti-topoisomerase) in body fluid)
MORPHEA	morphea (localized cutaneous scleroderma)	(SEROLOGY)	(serology)
NOCTURNAL_MYOCLONUS	nocturnal myoclonus (periodic limb movement disorder, PLMD, periodic limb movements of sleep, PLMS)	(FOLATE_IN_SERUM/PLASMA FERRITIN_IN_SERUM/PLASMA UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA BICARBONATE_IN_SERUM)	(folate in serum/plasma ferritin in serum/plasma urea nitrogen in serum/plasma creatinine in serum/plasma bicarbonate (HCO3-) in serum)
ARTHRALGIA	arthralgia	(NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM RHEUMATOID_FACTOR C_REACTIVE_PROTEIN_IN_SERUM ERYTHROCYTE_SEDIMENTATION_RATE THYROID_STIMULATING_HORMONE_IN_SERUM)	(nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum rheumatoid factor (RF) C-reactive protein (CRP) in serum erythrocyte sedimentation rate (ESR) thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum)
KNEE_PAIN	knee pain	(ERYTHROCYTE_SEDIMENTATION_RATE SEROLOGY COMPLETE_BLOOD_COUNT URIC_ACID_IN_SERUM CELL_COUNT CULTURE)	(erythrocyte sedimentation rate (ESR) serology complete blood count (CBC) uric acid in serum cell count culture)
MYALGIA	myalgia (muscle pain)	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE CHEMISTRY_7_PANEL ELECTROLYTE_PANEL CREATINE_KINASE_IN_SERUM THYROID_FUNCTION_TEST THYROID_STIMULATING_HORMONE_IN_SERUM FREE_THYROXINE_INDEX FREE_THYROXINE_IN_SERUM PHOSPHORUS_IN_SERUM ALBUMIN_IN_SERUM CALCIUM_IN_SERUM/PLASMA MAGNESIUM_IN_SERUM)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) chemistry 7 panel (Chem-7 SMA7) electrolyte panel creatine kinase (CK) in serum thyroid function test thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum free thyroxine index (fT4I) thyroxine [T4] (free) in serum phosphorus (inorganic phosphate) in serum albumin in serum calcium (Ca+2) in serum/plasma/blood magnesium (Mg+2) in serum)
MUSCLE_CRAMP	muscle cramp	(ELECTROLYTE_PANEL LIVER_FUNCTION_TEST RENAL_FUNCTION_TEST THYROID_FUNCTION_TEST CREATINE_KINASE_IN_SERUM ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM)	(electrolyte panel liver (function) tests (LFT, liver panel, hepatic function panel) renal function tests; renal function panel thyroid function test creatine kinase (CK) in serum erythrocyte sedimentation rate (ESR) C-reactive protein (CRP) in serum)
NOCTURNAL_LEG_CRAMP	nocturnal leg cramp	(POTASSIUM_IN_SERUM MAGNESIUM_IN_SERUM CALCIUM_IN_SERUM/PLASMA)	(potassium (K+) in serum/plasma magnesium (Mg+2) in serum calcium (Ca+2) in serum/plasma/blood)
CHRONIC_PAIN	chronic pain	(QUALITATIVE_URINE_DRUG_SCREEN)	(qualitative urine drug screen)
CHRONIC_PELVIC_PAIN_SYNDROME	chronic pelvic pain syndrome (CPPS)	(PROSTATE_SPECIFIC_ANTIGEN_IN_SERUM)	(prostate specific antigen (PSA) in serum)
CHOLECYSTITIS	cholecystitis	(ALKALINE_PHOSPHATASE_IN_SERUM GAMMA_GLUTAMYLTRANSFERASE_IN_SERUM PROTHROMBIN_TIME BILIRUBIN_TOTAL_IN_SERUM)	(alkaline phosphatase (ALP) in serum gamma-glutamyltransferase (GGT) in serum prothrombin time (PT) bilirubin (total) in serum (TBIL))
ACALCULOUS_CHOLECYSTITIS	acalculous cholecystitis	(COMPLETE_BLOOD_COUNT LIVER_FUNCTION_TEST ALKALINE_PHOSPHATASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM CREATININE_IN_SERUM/PLASMA)	(complete blood count (CBC) liver (function) tests (LFT, liver panel, hepatic function panel) alkaline phosphatase (ALP) in serum bilirubin (total) in serum (TBIL) creatinine in serum/plasma)
MYOSITIS	myositis (inflammatory myopathy)	(CREATINE_KINASE_IN_SERUM ANTI_JO1_IN_BODY_FLUID)	(creatine kinase (CK) in serum anti-Jo-1 in body fluid)
INCLUSION_BODY_MYOSITIS	inclusion body myositis (inflammatory myositis, IBM)	(CREATINE_KINASE_IN_SERUM)	(creatine kinase (CK) in serum)
VASCULITIS	vasculitis	(SEROLOGY ANTI_NEUTROPHIL_CYTOPLASMIC_ANTIBODY ANTI_GLOMERULAR_BASEMENT_MEMBRANE_ANTIBODY HEPATITIS_B_SEROLOGY NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM ANTI_SSA_IN_BODY_FLUID ANTI_SSB_IN_BODY_FLUID RHEUMATOID_FACTOR ERYTHROCYTE_CAST URINALYSIS COMPLETE_BLOOD_COUNT ALBUMIN_IN_SERUM ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE)	(serology anti-neutrophil cytoplasmic antibody (ANCA) anti-glomerular basement membrane (GBM) antibody hepatitis B virus (HBV) serology nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum anti-SSA/Ro in body fluid anti-SSB/La in body fluid rheumatoid factor (RF) erythrocyte cast (RBC cast) urinalysis (UA) complete blood count (CBC) albumin in serum elevated erythrocyte sedimentation rate)
THROMBOPHLEBITIS	thrombophlebitis (includes superficial venous thrombosis)	(COMPLETE_BLOOD_COUNT PT/PTT PARTIAL_THROMBOPLASTIN_TIME ERYTHROCYTE_SEDIMENTATION_RATE CHEMISTRY_7_PANEL)	(complete blood count (CBC) PT/PTT partial thromboplastin time (PTT) erythrocyte sedimentation rate (ESR) chemistry 7 panel (Chem-7 SMA7))
MIDLINE_GRANULOMA	midline granuloma (facial granuloma)	(COMPLETE_BLOOD_COUNT)	(complete blood count (CBC))
DEEP_VEIN_THROMBOSIS	deep vein thrombosis (DVT)	(D_DIMER_IN_PLASMA FECAL_OCCULT_BLOOD COMPLETE_BLOOD_COUNT PROSTATE_SPECIFIC_ANTIGEN_IN_SERUM ALBUMIN_IN_SERUM CALCIUM_IN_SERUM/PLASMA PAPANICOLAOU_SMEAR PLATELET_COUNT INTERNATIONAL_NORMALIZED_RATIO)	(D-dimer in plasma (SimpliRED) fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure) complete blood count (CBC) prostate specific antigen (PSA) in serum albumin in serum calcium (Ca+2) in serum/plasma/blood Papanicolaou (Pap) smear platelet count International normalized ratio (INR))
CEREBRAL_VENOUS_THROMBOSIS	cerebral venous thrombosis; dural sinus thrombosis	(COMPLETE_BLOOD_COUNT CHEMISTRY_PANEL PARTIAL_THROMBOPLASTIN_TIME INTERNATIONAL_NORMALIZED_RATIO)	(complete blood count (CBC) chemistry panel partial thromboplastin time (PTT) International normalized ratio (INR))
HEPATIC_VEIN_THROMBOSIS	hepatic vein thrombosis (Budd-Chiari syndrome)	(COMPLETE_BLOOD_COUNT PROTHROMBIN_TIME INTERNATIONAL_NORMALIZED_RATIO LIVER_FUNCTION_TEST HEPATITIS_PROFILE IRON_BINDING_CAPACITY_IN_SERUM IRON_IN_SERUM ANTI_DSDNA_IN_BODY_FLUID ANTI_MITOCHONDRIAL_ANTIBODY ANTI_SMOOTH_MUSCLE_ANTIBODY URINE_TOXICOLOGY)	(complete blood count (CBC) prothrombin time (PT) International normalized ratio (INR) liver (function) tests (LFT, liver panel, hepatic function panel) hepatitis profile (serology) iron-binding capacity in serum (TIBC) iron (Fe+2/Fe+3) in serum anti-dsDNA in body fluid anti-mitochondrial antibody anti-smooth muscle antibody (ASMA) urine toxicology)
PORTAL_VEIN_THROMBOSIS	portal vein thrombosis	(D_DIMER_IN_PLASMA)	(D-dimer in plasma (SimpliRED))
PULMONARY_EMBOLISM	pulmonary embolism (PE)	(ARTERIAL_BLOOD_GAS ALVEOLAR_ARTERIOLAR_OXYGEN_GRADIENT PARTIAL_PRESSURE_OF_CARBON_DIOXIDE PULSE_OXIMETRY SAO2 D_DIMER_IN_PLASMA LACTATE_DEHYDROGENASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM PROSTATE_SPECIFIC_ANTIGEN_IN_SERUM ALBUMIN_IN_SERUM CALCIUM_IN_SERUM/PLASMA COMPLETE_BLOOD_COUNT TROPONIN_I_IN_SERUM PAPANICOLAOU_SMEAR)	(arterial blood gas (ABG) alveolar-arteriolar (Aa) oxygen gradient partial pressure of carbon dioxide (pCO2) pulse oximetry SaO2 D-dimer in plasma (SimpliRED) lactate dehydrogenase (LDH) in serum bilirubin (total) in serum (TBIL) aspartate aminotransferase (AST) in serum (SGOT) prostate specific antigen (PSA) in serum albumin in serum calcium (Ca+2) in serum/plasma/blood complete blood count (CBC) troponin-I in serum Papanicolaou (Pap) smear)
ARTHRITIS	arthritis	(NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM RHEUMATOID_FACTOR C_REACTIVE_PROTEIN_IN_SERUM ERYTHROCYTE_SEDIMENTATION_RATE THYROID_STIMULATING_HORMONE_IN_SERUM SYNOVIAL_FLUID_ANALYSIS WHITE_BLOOD_CELL_COUNT)	(nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum rheumatoid factor (RF) C-reactive protein (CRP) in serum erythrocyte sedimentation rate (ESR) thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum synovial fluid analysis white blood cell count (WBC with WBC differential))
MIGRATORY_ARTHRITIS	migratory arthritis	(CULTURE BLOOD_CULTURE SEROLOGY ANTI_STREPTOLYSIN_O_IN_BODY_FLUID ERYTHROCYTE_SEDIMENTATION_RATE CULTURE_FOR_STREPTOCOCCUS THROAT_CULTURE)	(culture blood culture serology anti-streptolysin O in body fluid erythrocyte sedimentation rate (ESR) culture for Streptococcus throat culture)
MONOARTICULAR_ARTHRITIS	monoarticular arthritis	(SYNOVIAL_FLUID_ANALYSIS)	(synovial fluid analysis)
THYROIDITIS	thyroiditis	(THYROID_FUNCTION_TEST THYROID_STIMULATING_HORMONE_IN_SERUM FREE_THYROXINE_INDEX FREE_THYROXINE_IN_SERUM THYROGLOBULIN_IN_SERUM ANTI_THYROID_PEROXIDASE_ANTIBODY THYROID_STIMULATING_IMMUNOGLOBULIN COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE)	(thyroid function test thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum free thyroxine index (fT4I) thyroxine [T4] (free) in serum thyroglobulin in serum anti-thyroid peroxidase (microsomal) antibody thyroid-stimulating immunoglobulin (TSI) complete blood count (CBC) erythrocyte sedimentation rate (ESR))
SUBACUTE_LYMPHOCYTIC_THYROIDITIS	subacute lymphocytic thyroiditis	(ERYTHROCYTE_SEDIMENTATION_RATE)	(erythrocyte sedimentation rate (ESR))
SUBACUTE_GRANULOMATOUS_THYROIDITIS	subacute granulomatous thyroiditis; De Quervain's thyroiditis; giant-cell thyroiditis	(T3_TOTAL_IN_SERUM THYROXINE_IN_SERUM THYROID_STIMULATING_HORMONE_IN_SERUM THYROGLOBULIN_IN_SERUM ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE COMPLETE_BLOOD_COUNT WHITE_BLOOD_CELL_COUNT INTERLEUKIN_6_IN_SERUM/PLASMA)	(T3 total in serum/plasma thyroxine [T4] (total) in serum thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum thyroglobulin in serum elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) complete blood count (CBC) white blood cell count (WBC with WBC differential) interleukin-6 (IL6) in serum/plasma)
INFECTIOUS_THYROIDITIS	infectious thyroiditis; suppurative thyroiditis; acute thyroiditis	(COMPLETE_BLOOD_COUNT WHITE_BLOOD_CELL_COUNT CULTURE)	(complete blood count (CBC) white blood cell count (WBC with WBC differential) culture)
BICKERSTAFF_BRAINSTEM_ENCEPHALITIS	Bickerstaff brainstem encephalitis	(GANGLIOSIDE_GQ1B_ANTIBODY)	(ganglioside GQ1b antibody)
TRANSVERSE_MYELITIS	transverse myelitis	(CEREBROSPINAL_FLUID_ANALYSIS LEUKOCYTES_IN_CSF HERPES_SIMPLEX_VIRUS_DNA)	(cerebrospinal fluid analysis leukocytes in CSF herpes simplex virus DNA)
PARANEOPLASTIC_ENCEPHALOMYELITIS_SENSORY_NEUROPATHY	paraneoplastic encephalomyelitis sensory neuropathy	(SEROLOGY)	(serology)
MENINGITIS	meningitis	(CULTURE WHITE_BLOOD_CELL_COUNT GLUCOSE_IN_CSF BLOOD_CULTURE CH50_ASSAY PROCALCITONIN_IN_SERUM PROTEIN_IN_CSF C_REACTIVE_PROTEIN_IN_SERUM)	(culture white blood cell count (WBC with WBC differential) glucose in CSF blood culture CH50 Assay (serum) procalcitonin in serum protein in cerebrospinal fluid (CSF) C-reactive protein (CRP) in serum)
VIRAL_MENINGITIS	viral meningitis	(ENTEROVIRUS_NUCLEIC_ACID HERPES_SIMPLEX_VIRUS_DNA CEREBROSPINAL_FLUID_ANALYSIS GLUCOSE_IN_CSF PROTEIN_IN_CSF)	(enterovirus nucleic acid (RNA) herpes simplex virus DNA cerebrospinal fluid analysis glucose in CSF protein in cerebrospinal fluid (CSF))
MOLLARET^S_MENINGITIS	Mollaret's meningitis (benign recurrent lymphocytic meningitis)	(CEREBROSPINAL_FLUID_ANALYSIS HERPES_SIMPLEX_VIRUS_2_DNA)	(cerebrospinal fluid analysis Herpes simplex virus 2 DNA)
PYELONEPHRITIS	pyelonephritis	(URINALYSIS WHITE_BLOOD_CELL_COUNT LEUKOCYTE_CAST URINE_CULTURE ANTIBIOTIC_SENSITIVITY CULTURE BLOOD_CULTURE)	(urinalysis (UA) white blood cell count (WBC with WBC differential) leukocyte cast (WBC cast) urine culture antibiotic sensitivity (Kirby-Bauer susceptibility testing) culture blood culture)
CHRONIC_PYELONEPHRITIS	chronic pyelonephritis (xanthogranulomatous pyelonephritis)	(URINE_OSMOLALITY)	(urine osmolality)
CHRONIC_INTERSTITIAL_NEPHRITIS	chronic interstitial nephritis (analgesic nephropathy, drug-induced chronic interstitial nephritis)	(PROTEIN_IN_URINE ALBUMIN_IN_SERUM)	(protein in urine albumin in serum)
LEAD_NEPHROPATHY	lead nephropathy	(LEAD_IN_SERUM/PLASMA)	(lead in serum/plasma)
SCLERITIS	scleritis	(COMPLETE_BLOOD_COUNT ELECTROLYTE_PANEL ERYTHROCYTE_SEDIMENTATION_RATE SEROLOGY RAPID_PLASMA_REAGIN URIC_ACID_IN_SERUM ANTINUCLEAR_ANTIBODY_IN_SERUM)	(complete blood count (CBC) electrolyte panel erythrocyte sedimentation rate (ESR) serology rapid plasma reagin (RPR) uric acid in serum anti-nuclear antibody (ANA) in serum)
DACRYOCYSTITIS	dacryocystitis	(CULTURE)	(culture)
CONJUNCTIVITIS	conjunctivitis	(CULTURE GENPROBE)	(culture Chlamydia trachomatis/Neisseria gonorrhoeae DNA by PCR (GenProbe, Amplicor))
ALLERGIC_RHINOCONJUNCTIVITIS	allergic rhinoconjunctivitis (hayfever)	(CYTOLOGY ALLERGEN_SEROLOGY RADIOALLERGOSORBENT_TEST)	(cytology allergen serology radioallergosorbent [RAST] testing)
HEPATITIS	hepatitis	(LIVER_FUNCTION_TEST GAMMA_GLUTAMYLTRANSFERASE_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM HEPATITIS_PROFILE ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTI_MITOCHONDRIAL_ANTIBODY)	(liver (function) tests (LFT, liver panel, hepatic function panel) gamma-glutamyltransferase (GGT) in serum alkaline phosphatase (ALP) in serum bilirubin (total) in serum (TBIL) hepatitis profile (serology) elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) nuclear antibody in body fluid anti-mitochondrial antibody)
CHOLESTATIC_HEPATITIS	cholestatic hepatitis	(BILE_ACIDS_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM GAMMA_GLUTAMYLTRANSFERASE_IN_SERUM 5^NUCLEOTIDASE_IN_SERUM/PLASMA ALANINE_AMINOTRANSFERASE_IN_SERUM CHOLESTEROL_IN_SERUM/PLASMA)	(bile acids in serum alkaline phosphatase (ALP) in serum gamma-glutamyltransferase (GGT) in serum 5'nucleotidase in serum/plasma alanine aminotransferase (ALT) in serum (SGPT) cholesterol in serum/plasma)
