disease	name	symptoms	symptomNames
WEIL^S_SYNDROME	Weil's syndrome	(HEMOLYSIS PERICARDITIS CARDIOGENIC_SHOCK GASTROINTESTINAL_HEMORRHAGE SUBARACHNOID_HEMORRHAGE ECCHYMOSIS PURPURA PETECHIAE EPISTAXIS CHEST_PAIN DYSPNEA COUGH SPLENOMEGALY HEPATOMEGALY RIGHT_UPPER_QUADRANT_PAIN JAUNDICE HEMORRHAGE)	(hemolysis pericarditis cardiogenic shock gastrointestinal hemorrhage subarachnoid hemorrhage (SAH) ecchymosis purpura petechia epistaxis (nose bleed) chest pain dyspnea (shortness of breath {SOB}) cough splenomegaly hepatomegaly right upper quadrant pain jaundice (icterus) hemorrhage (bleeding))
HYPERTENSIVE_NEPHROPATHY	hypertensive nephropathy; hypertensive nephrosclerosis; hypertensive kidney disease	(HYPERTENSION EDEMA)	(hypertension (HTN, high blood pressure, HBP) edema (swelling))
POLYCYSTIC_KIDNEY_DISEASE	polycystic kidney disease	(HEMATURIA FLANK_PAIN HYPERTENSION)	(hematuria flank pain hypertension (HTN, high blood pressure, HBP))
MEDULLARY_CYSTIC_DISEASE	medullary cystic kidney disease	(GOUT HYPERURICEMIA POLYURIA)	(gout hyperuricemia polyuria)
NEPHRONOPHTHISIS	nephronophthisis	(NOCTURIA POLYDIPSIA POLYURIA)	(nocturia polydipsia polyuria)
ADULT_POLYCYSTIC_KIDNEY_DISEASE	adult polycystic kidney disease	(SUBARACHNOID_HEMORRHAGE HYPERTENSION NOCTURIA MICROSCOPIC_HEMATURIA FLANK_PAIN)	(subarachnoid hemorrhage (SAH) hypertension (HTN, high blood pressure, HBP) nocturia microscopic hematuria flank pain)
RENAL_TUBULAR_DYSGENESIS	renal tubular dysgenesis	(ANURIA)	(anuria)
RENAL_TUBULOINTERSTITIAL_DISEASE	renal tubulointerstitial disease	(NOCTURIA POLYURIA RENAL_TUBULAR_ACIDOSIS)	(nocturia polyuria renal tubular acidosis (RTA))
AUTOSOMAL_DOMINANT_DISTAL_RENAL_TUBULAR_ACIDOSIS	autosomal dominant distal renal tubular acidosis	(HYPOKALEMIA HYPERCHLOREMIA METABOLIC_ACIDOSIS)	(hypokalemia hyperchloremia metabolic acidosis)
RENAL_TUBULAR_ACIDOSIS_TYPE_I	renal tubular acidosis (RTA) type I (hyperchloremic acidosis)	(GROWTH_RETARDATION PARALYSIS HYPOKALEMIA)	(growth retardation paralysis hypokalemia)
RENAL_TUBULAR_ACIDOSIS_TYPE_II	renal tubular acidosis (RTA) type II	(CATARACTS MENTAL_RETARDATION SHORT_STATURE GROWTH_RETARDATION)	(cataracts mental retardation; developmental intellectual disorder short stature growth retardation)
PYELONEPHRITIS	pyelonephritis	(TACHYARRHYTHMIA TACHYPNEA PYELONEPHRITIS DYSURIA URINARY_URGENCY URINARY_FREQUENCY FLANK_PAIN COSTOVERTEBRAL_ANGLE_TENDERNESS NAUSEA VOMITING FEVER CHILLS)	(tachyarrhythmia (tachycardia) tachypnea pyelonephritis dysuria urinary urgency urinary frequency flank pain costovertebral angle (CVA) tenderness nausea vomiting fever chills/rigors)
CHRONIC_PYELONEPHRITIS	chronic pyelonephritis (xanthogranulomatous pyelonephritis)	(HYPERTENSION)	(hypertension (HTN, high blood pressure, HBP))
CHRONIC_INTERSTITIAL_NEPHRITIS	chronic interstitial nephritis (analgesic nephropathy, drug-induced chronic interstitial nephritis)	(INTERSTITIAL_NEPHRITIS HYPOVOLEMIA HEMATURIA NOCTURIA POSTRENAL_AZOTEMIA DYSURIA HYPERTENSION HEADACHE ARTHRITIS FLANK_PAIN CHRONIC_PAIN)	(interstitial nephritis hypovolemia (extracellular volume depletion) hematuria nocturia postrenal azotemia; obstructive uropathy dysuria hypertension (HTN, high blood pressure, HBP) headache arthritis flank pain chronic pain)
LEAD_NEPHROPATHY	lead nephropathy	(SATURNINE_GOUT HYPERTENSION)	(saturnine gout hypertension (HTN, high blood pressure, HBP))
RADIATION_NEPHROPATHY	radiation nephropathy	(PROTEINURIA HYPERTENSION)	(proteinuria hypertension (HTN, high blood pressure, HBP))
HIV_NEPHROPATHY	HIV nephropathy	(PROTEINURIA)	(proteinuria)
NEPHROGENIC_SYSTEMIC_FIBROSIS	nephrogenic systemic fibrosis; nephrogenic fibrosing dermopathy (NSF/NFD)	(HYPERPIGMENTATION EOSINOPHILIC_FASCIITIS INDURATION)	(hyperpigmentation eosinophilic fasciitis (Shulman's syndrome) induration)
ACUTE_RECURRENT_RHABDOMYOLYSIS	acute recurrent rhabdomyolysis; autosomal recessive acute recurrent myoglobinuria (ARARM)	(WEAKNESS MYALGIA)	(weakness myalgia (muscle pain))
ACUTE_INTERSTITIAL_NEPHRITIS	acute interstitial nephritis	(OLIGURIA RASH ARTHRALGIA FEVER)	(oliguria rash arthralgia fever)
AMENORRHEA	amenorrhea (oligomenorrhea)	(STRESS ANOREXIA ACNE HIRSUTISM VIRILISM GALACTORRHEA)	(stress anorexia acne hirsutism virilism galactorrhea)
DYSMENORRHEA	dysmenorrhea (menstrual pain)	(ADHESION CERVICAL_MOTION_TENDERNESS ENDOMETRIOSIS NAUSEA FATIGUE VOMITING DIARRHEA HEADACHE DIZZINESS PAIN DYSMENORRHEA)	(adhesion cervical motion tenderness (CMT) or chandelier sign endometriosis nausea fatigue; lassitude; tiredness vomiting diarrhea headache dizziness pain [odyn-] dysmenorrhea (menstrual pain))
PREMATURE_OVARIAN_FAILURE	premature ovarian failure (premenopausal anovulation)	(MASTODYNIA HOT_FLASH AMENORRHEA)	(mastodynia; mastalgia; breast pain hot flash; menopausal vasomotor symptom amenorrhea (oligomenorrhea))
PRURIGO_GESTATIONIS	prurigo gestationis; Besnier's prurigo; early-onset prurigo of pregnancy; linear IgM dermatosis of pregnancy; papular dermatitis of pregnancy; prurigo of pregnancy; Spangler's papular dermatitis of pregnancy	(PRURITIS)	(pruritis (itching))
PREMATURE_LABOR	premature labor; preterm labor	(DIARRHEA BACK_PAIN CRAMP VAGINAL_DISCHARGE)	(diarrhea back pain cramp vaginal discharge)
THREATENED_MISCARRIAGE	threatened miscarriage	(VAGINAL_BLEEDING)	(vaginal bleeding; abnormal uterine bleeding; anovulatory bleeding)
MORNING_SICKNESS	morning sickness (nausea & vomiting of pregnancy)	(NAUSEA VOMITING)	(nausea vomiting)
PERIPARTUM_CARDIOMYOPATHY	peripartum cardiomyopathy	(PULMONARY_EMBOLISM PRE_ECLAMPSIA PREGNANCY_INDUCED_HYPERTENSION)	(pulmonary embolism (PE) pre-eclampsia/eclampsia pregnancy-induced hypertension; gestational hypertension (PIH))
MISCARRIAGE	miscarriage	(ABDOMINAL_PAIN LOW_BACK_PAIN)	(abdominal pain low back pain (LBP))
INTRAUTERINE_FETAL_DEATH	intrauterine fetal death	(DISSEMINATED_INTRAVASCULAR_COAGULATION)	(disseminated intravascular coagulation (DIC))
AMNIOTIC_FLUID_EMBOLISM	amniotic fluid embolism	(HEMORRHAGE PULMONARY_EDEMA BRADYARRHYTHMIA CYANOSIS COUGH SIGN/SYMPTOM SEIZURE DYSPNEA HYPOTENSION)	(hemorrhage (bleeding) pulmonary edema (pulmonary congestion, PE) bradyarrhythmia (bradycardia) cyanosis cough sign/symptom seizure; epileptic seizure dyspnea (shortness of breath {SOB}) hypotension)
LUPUS_ERYTHEMATOSUS_IN_PREGNANCY	lupus erythematosus in pregnancy	(INTRAUTERINE_GROWTH_RETARDATION)	(intrauterine growth retardation/restriction)
LYMPHOCYTIC_HYPOPHYSITIS	lymphocytic (autoimmune) hypophysitis	(HYPOTENSION ACTH_DEFICIENCY HYPOPITUITARISM)	(hypotension ACTH deficiency (central adrenal insufficiency) hypopituitarism)
HERPES_GESTATIONIS	Herpes (pemphigoid) gestationis	(PRURITIS URTICARIA)	(pruritis (itching) urticaria (hives))
HYPERTENSION_DURING_PREGNANCY	hypertension during pregnancy	(CHRONIC_HYPERTENSION PREGNANCY_INDUCED_HYPERTENSION)	(chronic hypertension pregnancy-induced hypertension; gestational hypertension (PIH))
INTRAHEPATIC_CHOLESTASIS_OF_PREGNANCY	intrahepatic cholestasis of pregnancy (obstetric cholestasis)	(PRURITIS CHOLESTASIS JAUNDICE)	(pruritis (itching) cholestasis jaundice (icterus))
PRE_ECLAMPSIA	pre-eclampsia/eclampsia	(PRE_ECLAMPSIA CONVULSION EDEMA PROTEINURIA HYPERTENSION DYSPNEA CHEST_PAIN ABDOMINAL_PAIN HEADACHE)	(pre-eclampsia/eclampsia convulsion edema (swelling) proteinuria hypertension (HTN, high blood pressure, HBP) dyspnea (shortness of breath {SOB}) chest pain abdominal pain headache)
RUPTURED_UTERUS	ruptured uterus	(HYPOVOLEMIC_SHOCK SIGN/SYMPTOM VAGINAL_BLEEDING ABDOMINAL_PAIN)	(hypovolemic shock sign/symptom vaginal bleeding; abnormal uterine bleeding; anovulatory bleeding abdominal pain)
ENDOMETRIAL_DYSPLASIA	endometrial dysplasia/hyperplasia	(VAGINAL_BLEEDING)	(vaginal bleeding; abnormal uterine bleeding; anovulatory bleeding)
ENDOMETRITIS	endometritis	(TACHYARRHYTHMIA FEVER NAUSEA VOMITING VAGINAL_DISCHARGE CRAMP MUSCLE_SPASM)	(tachyarrhythmia (tachycardia) fever nausea vomiting vaginal discharge cramp muscle spasm)
PROSTATITIS	prostatitis	(ABDOMINAL_PAIN LOW_BACK_PAIN DYSURIA NOCTURIA OLIGURIA URINARY_HESITANCY FEVER CHILLS MALAISE MYALGIA)	(abdominal pain low back pain (LBP) dysuria nocturia oliguria urinary hesitancy fever chills/rigors malaise myalgia (muscle pain))
BENIGN_PROSTATIC_HYPERPLASIA	benign prostatic hyperplasia (BPH)	(HEMATOSPERMIA HEMATURIA SIGN/SYMPTOM INCONTINENCE NOCTURIA URINARY_FREQUENCY DYSURIA IRRITATION URINARY_RETENTION OVERFLOW_INCONTINENCE URINARY_HESITANCY POSTRENAL_AZOTEMIA LOWER_URINARY_TRACT_SYMPTOM)	(hematospermia hematuria sign/symptom incontinence nocturia urinary frequency dysuria irritation urinary retention overflow incontinence urinary hesitancy postrenal azotemia; obstructive uropathy lower urinary tract symptom (LUTS, prostatism))
PROSTATE_CANCER	prostate cancer	(HYDRONEPHROSIS INDURATION LYMPHADENOPATHY WEAKNESS WEIGHT_LOSS BACK_PAIN LOWER_EXTREMITY_EDEMA HEMATURIA SIGN/SYMPTOM NOCTURIA URINARY_HESITANCY POSTRENAL_AZOTEMIA)	(hydronephrosis induration lymphadenopathy weakness weight loss back pain lower extremity edema hematuria sign/symptom nocturia urinary hesitancy postrenal azotemia; obstructive uropathy)
ACUTE_OTITIS_MEDIA	acute otitis media (AOM)	(COMPLEX_PARTIAL_SEIZURE ERYTHEMA SIGN/SYMPTOM OTORRHEA TINNITUS VERTIGO VOMITING IRRITABILITY FEVER EARACHE)	(complex partial seizure erythema sign/symptom otorrhea tinnitus vertigo vomiting irritability (impatience, hyperexcitability) fever earache; otalgia)
CHRONIC_SUPPURATIVE_OTITIS_MEDIA	chronic suppurative otitis media	(CONDUCTIVE_HEARING_LOSS)	(conductive hearing loss)
CHRONIC_SEROUS_OTITIS_MEDIA	chronic serous otitis media (glue ear, otitis media with effusion)	(CONDUCTIVE_HEARING_LOSS)	(conductive hearing loss)
ASCENDING_CHOLANGITIS	ascending cholangitis (cholangitis lenta)	(JAUNDICE FEVER RIGHT_UPPER_QUADRANT_PAIN CHARCOT^S_TRIAD)	(jaundice (icterus) fever right upper quadrant pain Charcot's triad)
BABESIOSIS	babesiosis	(HEMOLYTIC_ANEMIA MALAISE HEADACHE PERSPIRATION CHILLS FEVER)	(hemolytic anemia malaise headache perspiration (sweating) chills/rigors fever)
CYCLOSPORIASIS	cyclosporiasis	(NAUSEA VOMITING DIARRHEA WEIGHT_LOSS)	(nausea vomiting diarrhea weight loss)
MALARIA	malaria	(DYSPNEA SEIZURE HEMORRHAGE EDEMA HEMOGLOBINURIA BLACKWATER_FEVER JAUNDICE DROWSINESS NAUSEA VOMITING DIARRHEA ABDOMINAL_PAIN PERSPIRATION FEVER CHILLS DIAPHORESIS MALAISE MYALGIA HEADACHE)	(dyspnea (shortness of breath {SOB}) seizure; epileptic seizure hemorrhage (bleeding) edema (swelling) hemoglobinuria blackwater fever (malarial hemoglobinuria) jaundice (icterus) drowsiness nausea vomiting diarrhea abdominal pain perspiration (sweating) fever chills/rigors diaphoresis malaise myalgia (muscle pain) headache)
TOXOPLASMOSIS	toxoplasmosis	(PANCREATITIS MYOCARDITIS PNEUMONITIS TREMOR HEMIPARESIS SPEECH_IMPAIRMENT HEADACHE ENCEPHALITIS SEIZURE CHORIORETINITIS JAUNDICE HEPATOMEGALY MICROCEPHALY HYDROCEPHALUS LYMPHADENOPATHY FEVER)	(pancreatitis myocarditis pneumonitis tremor hemiparesis speech impairment headache encephalitis seizure; epileptic seizure chorioretinitis jaundice (icterus) hepatomegaly microcephaly hydrocephalus lymphadenopathy fever)
BLACKWATER_FEVER	blackwater fever (malarial hemoglobinuria)	(SHOCK JAUNDICE RETINAL_HEMORRHAGE FEVER CHILLS)	(shock jaundice (icterus) retinal hemorrhage (RHe) fever chills/rigors)
CEREBRAL_MALARIA	cerebral malaria	(FEVER)	(fever)
RICKETTSIA_INFECTION	Rickettsia infection; Rickettsia spotted fever	(RASH PETECHIAE MALAISE FEVER)	(rash petechia malaise fever)
ANAPLASMOSIS	anaplasmosis	(RASH ARTHRALGIA MYALGIA FEVER)	(rash arthralgia myalgia (muscle pain) fever)
EHRLICHIOSIS	ehrlichiosis	(PETECHIAE MYALGIA HEADACHE FEVER)	(petechia myalgia (muscle pain) headache fever)
AFRICAN_TICK_BITE_FEVER	African Tick-Bite Fever	(FEVER MYALGIA HEADACHE LYMPHADENITIS)	(fever myalgia (muscle pain) headache lymphadenitis)
BOUTONNEUSE_FEVER	boutonneuse fever (Mediterranean spotted fever)	(LYMPHADENOPATHY MYALGIA HEADACHE PETECHIAE)	(lymphadenopathy myalgia (muscle pain) headache petechia)
NORTH_QUEENSLAND_TICK_TYPHUS	North Queensland tick typhus	(LYMPHADENOPATHY MYALGIA HEADACHE PETECHIAE)	(lymphadenopathy myalgia (muscle pain) headache petechia)
SIBERIAN_TICK_TYPHUS	Siberian tick typhus; North Asian Tick Fever	(LYMPHADENOPATHY MYALGIA HEADACHE PETECHIAE)	(lymphadenopathy myalgia (muscle pain) headache petechia)
ROCKY_MOUNTAIN_SPOTTED_FEVER	Rocky Mountain spotted fever (RMSF)	(THROMBOTIC_THROMBOCYTOPENIC_PURPURA ACUTE_ABDOMEN HEMORRHAGE RASH COUGH DYSPNEA NAUSEA VOMITING PHOTOPHOBIA CHILLS MYALGIA HEADACHE FEVER MALAISE ANOREXIA IRRITABILITY)	(thrombotic thrombocytopenic purpura acute abdomen hemorrhage (bleeding) rash cough dyspnea (shortness of breath {SOB}) nausea vomiting photophobia chills/rigors myalgia (muscle pain) headache fever malaise anorexia irritability (impatience, hyperexcitability))
SENNETSU_FEVER	Sennetsu fever	(NAUSEA MYALGIA HEADACHE FEVER)	(nausea myalgia (muscle pain) headache fever)
HIV1_INFECTION	HIV1 infection; human immunodeficiency virus-1 infection	(HEADACHE BLURRY_VISION FATIGUE DYSPNEA COUGH WEIGHT_LOSS DIARRHEA FEVER CHILLS NIGHT_SWEATS LYMPHADENOPATHY SIGN/SYMPTOM)	(headache blurry vision (decreased visual acuity, DVA) fatigue; lassitude; tiredness dyspnea (shortness of breath {SOB}) cough weight loss diarrhea fever chills/rigors night sweats lymphadenopathy sign/symptom)
ACQUIRED_IMMUNODEFICIENCY_SYNDROME	Acquired Immuno-Deficiency Syndrome (AIDS)	(ATAXIA DEPRESSION MENINGITIS PARESTHESIA ENCEPHALITIS PERSONALITY_CHANGE COGNITIVE_IMPAIRMENT MYALGIA ARTHRALGIA ACNE FOLLICULITIS RASH DIARRHEA HEPATOSPLENOMEGALY COUGH DYSPNEA SIGN/SYMPTOM LYMPHADENOPATHY PAIN FEVER CHILLS MALAISE FATIGUE WEIGHT_LOSS NIGHT_SWEATS)	(ataxia depression meningitis paresthesia encephalitis personality change cognitive impairment myalgia (muscle pain) arthralgia acne folliculitis rash diarrhea hepatosplenomegaly cough dyspnea (shortness of breath {SOB}) sign/symptom lymphadenopathy pain [odyn-] fever chills/rigors malaise fatigue; lassitude; tiredness weight loss night sweats)
AIDS_IN_CHILDREN	AIDS in children	(DIARRHEA FAILURE_TO_THRIVE)	(diarrhea failure to thrive)
LEYDIG_CELL_TUMOR	Leydig (hilus) cell tumor	(VIRILISM HIRSUTISM)	(virilism hirsutism)
CRANIOPHARYNGIOMA	craniopharyngioma	(HYPOPITUITARISM HYDROCEPHALUS)	(hypopituitarism hydrocephalus)
CARCINOID	carcinoid (argentaffinoma)	(ATELECTASIS HEMOPTYSIS)	(atelectasis hemoptysis)
PHEOCHROMOCYTOMA	pheochromocytoma; paroxysmal hypertension; adrenal medullary paraganglioma; chromoffinoma	(WEIGHT_LOSS ORTHOSTATIC_HYPOTENSION SYNCOPE ANXIETY ABDOMINAL_PAIN NAUSEA VOMITING HEADACHE DIAPHORESIS TACHYARRHYTHMIA PALPITATION HYPERTENSION)	(weight loss orthostatic hypotension (postural tachycardia syndrome, POTS, Bradbury-Eggleston Syndrome) syncope anxiety abdominal pain nausea vomiting headache diaphoresis tachyarrhythmia (tachycardia) palpitations hypertension (HTN, high blood pressure, HBP))
ISLET_CELL_TUMOR	islet cell tumor; pancreatic neuroendocrine neoplasm; nesidioblastoma	(PEPTIC_ULCER ESOPHAGITIS STEATORRHEA ERYTHEMA RASH FLUSHING HYPOKALEMIA SECRETORY_DIARRHEA)	(peptic ulcer disease (PUD) esophagitis steatorrhea erythema rash flushing (vasomotor flushing) hypokalemia secretory diarrhea)
BRONCHIAL_CARCINOID	bronchial carcinoid	(HEMOPTYSIS COUGH)	(hemoptysis cough)
UTERINE_POLYP	uterine polyp; endometrial polyp	(VAGINAL_BLEEDING)	(vaginal bleeding; abnormal uterine bleeding; anovulatory bleeding)
MYXOID_CYST	myxoid cyst (mucous cyst, digital myxoid pseudocyst)	(DYSTROPHY)	(dystrophy)
MUCOCELE	mucocele	(EDEMA)	(edema (swelling))
CHONDROSARCOMA	chondrosarcoma	(PAIN)	(pain [odyn-])
CLEAR_CELL_SARCOMA_OF_TENDONS_&_APONEUROSES	clear cell sarcoma of tendons & aponeuroses (malignant melanoma of soft parts)	(PAIN)	(pain [odyn-])
KAPOSI^S_SARCOMA	Kaposi's sarcoma	(LOWER_EXTREMITY_EDEMA PERIORBITAL_EDEMA)	(lower extremity edema periorbital edema)
PANCREATIC_CANCER	pancreatic cancer	(LYMPHADENOPATHY ASCITES HEPATOMEGALY THROMBOSIS ENDOCARDITIS DEPRESSION SPLENOMEGALY GASTROINTESTINAL_HEMORRHAGE VENOUS_THROMBOSIS THROMBOPHLEBITIS_MIGRANS COURVOISIER^S_SIGN JAUNDICE BACK_PAIN ABDOMINAL_PAIN MALAISE ANOREXIA WEIGHT_LOSS SIGN/SYMPTOM)	(lymphadenopathy ascites hepatomegaly thrombosis endocarditis depression splenomegaly gastrointestinal hemorrhage venous thrombosis thrombophlebitis migrans (migratory thrombophlebitis) Courvoisier's sign jaundice (icterus) back pain abdominal pain malaise anorexia weight loss sign/symptom)
GALLBLADDER_CANCER	gallbladder cancer	(ASCITES JAUNDICE WEIGHT_LOSS ANOREXIA NAUSEA VOMITING PAIN ABDOMINAL_PAIN CHOLECYSTITIS BILIARY_COLIC)	(ascites jaundice (icterus) weight loss anorexia nausea vomiting pain [odyn-] abdominal pain cholecystitis biliary colic (biliary spasm))
BILE_DUCT_CANCER	bile duct cancer; extrahepatic biliary carcinoma	(PRURITIS FEVER ABDOMINAL_PAIN JAUNDICE)	(pruritis (itching) fever abdominal pain jaundice (icterus))
LUNG_CARCINOMA	carcinoma of the lung	(SYNDROME_OF_INAPPROPRIATE_ANTIDIURETIC_HORMONE LOSS_OF_SENSATION SENSORY_ATAXIA PARESTHESIA RAPIDLY_PROGRESSIVE_DEMENTIA CONFUSION PARANEOPLASTIC_ENCEPHALOMYELITIS_SENSORY_NEUROPATHY DISSEMINATED_INTRAVASCULAR_COAGULATION THROMBOEMBOLISM ENDOCARDITIS NAUSEA VOMITING ANOREXIA CACHEXIA BONE_PAIN LYMPHADENOPATHY HEPATOMEGALY ABDOMINAL_PAIN SEIZURE HEADACHE PAIN PNEUMONITIS FEVER CLUBBED_FINGERS PLEURAL_EFFUSION PARALYSIS WEAKNESS SHOULDER_PAIN FATIGUE WEIGHT_LOSS HOARSENESS CHEST_PAIN DYSPNEA WHEEZE HEMOPTYSIS COUGH)	(syndrome of inappropriate antidiuretic hormone; SIADH; nephrogenic syndrome of inappropriate antidiuresis; NSIAD loss of sensation sensory ataxia paresthesia rapidly progressive dementia confusion paraneoplastic encephalomyelitis sensory neuropathy disseminated intravascular coagulation (DIC) thromboembolism endocarditis nausea vomiting anorexia cachexia bone pain lymphadenopathy hepatomegaly abdominal pain seizure; epileptic seizure headache pain [odyn-] pneumonitis fever clubbed fingers; clubbing (Hippocratic fingers) pleural effusion paralysis weakness shoulder pain fatigue; lassitude; tiredness weight loss hoarseness chest pain dyspnea (shortness of breath {SOB}) wheeze hemoptysis cough)
NON_SMALL_CELL_CARCINOMA	non-small cell carcinoma of the lung	(COUGH HEMOPTYSIS SHOULDER_PAIN)	(cough hemoptysis shoulder pain)
BREAST_CANCER	breast cancer	(EDEMA)	(edema (swelling))
BASAL_CELL_CARCINOMA	basal cell carcinoma (BCC)	(ULCER)	(ulcer)
SQUAMOUS_CELL_CARCINOMA_SKIN	squamous cell carcinoma of the skin (SCCS)	(HEMORRHAGE LYMPHADENOPATHY HYPOPIGMENTATION XEROSIS ALOPECIA ERYTHEMA ULCER HYPERKERATOSIS INDURATION)	(hemorrhage (bleeding) lymphadenopathy hypopigmentation xerosis (dry skin) alopecia (hair loss, balding) erythema ulcer hyperkeratosis induration)
ACRAL_LENTIGINOUS_MELANOMA	acral lentiginous melanoma	(HUTCHINSON^S_SIGN)	(Hutchinson's sign; periungual pigmentation)
NODULAR_MELANOMA	nodular melanoma	(ULCER)	(ulcer)
DESMOPLASTIC_MELANOMA	desmoplastic melanoma	(ATROPHY)	(atrophy)
LENTIGO_MALIGNA_MELANOMA	lentigo maligna melanoma	(ATROPHY)	(atrophy)
SUBUNGUAL_MELANOMA	subungual melanoma	(HUTCHINSON^S_SIGN)	(Hutchinson's sign; periungual pigmentation)
MYELOID_SARCOMA	myeloid sarcoma (extramedullary myeloid tumor, granulocytic sarcoma, chloroma)	(SIGN/SYMPTOM)	(sign/symptom)
LEUKEMIA	leukemia	(OLIGURIA LYMPHADENOPATHY HEPATOSPLENOMEGALY ANOREXIA WEIGHT_LOSS ABDOMINAL_DISTENTION BONE_PAIN PAPILLEDEMA BLURRY_VISION NAUSEA VOMITING HEADACHE MENINGEAL_SIGN PYODERMA_GANGRENOSUM FEVER CHILLS MELENA HEMATURIA HYPERTROPHY PURPURA PETECHIAE HEMORRHAGE FATIGUE WEAKNESS SIGN/SYMPTOM)	(oliguria lymphadenopathy hepatosplenomegaly anorexia weight loss abdominal distention bone pain papilledema blurry vision (decreased visual acuity, DVA) nausea vomiting headache meningeal sign pyoderma gangrenosum fever chills/rigors melena hematuria hypertrophy purpura petechia hemorrhage (bleeding) fatigue; lassitude; tiredness weakness sign/symptom)
LEUKEMIA_CUTIS	leukemia cutis	(ULCER ECCHYMOSIS HYPERTROPHY ERYTHRODERMA PALPABLE_PURPURA PYODERMA_GANGRENOSUM HEMORRHAGE THROMBOCYTOPENIA PRURITIS)	(ulcer ecchymosis hypertrophy erythoderma (exfoliative dermatitis) palpable purpura pyoderma gangrenosum hemorrhage (bleeding) thrombocytopenia pruritis (itching))
CHRONIC_MYELOID_LEUKEMIA	chronic myeloid leukemia (CML, granulocytic leukemia)	(SPLENOMEGALY PRIAPISM GOUT HEMORRHAGE WEIGHT_LOSS NIGHT_SWEATS FEVER ANOREXIA DYSPNEA FATIGUE MALAISE)	(splenomegaly priapism gout hemorrhage (bleeding) weight loss night sweats fever anorexia dyspnea (shortness of breath {SOB}) fatigue; lassitude; tiredness malaise)
CHRONIC_LYMPHOCYTIC_LEUKEMIA	chronic lymphocytic leukemia (CLL)	(THROMBOCYTOPENIA HEMOLYTIC_ANEMIA B_SYMPTOMS NIGHT_SWEATS FEVER FATIGUE WEIGHT_LOSS HEPATOSPLENOMEGALY LYMPHADENOPATHY)	(thrombocytopenia hemolytic anemia B-symptoms night sweats fever fatigue; lassitude; tiredness weight loss hepatosplenomegaly lymphadenopathy)
PANIC_DISORDER	panic disorder	(AGORAPHOBIA PANIC_DISORDER CHILLS HOT_FLASH NAUSEA ABDOMINAL_PAIN PARESTHESIA DIZZINESS LIGHT_HEADEDNESS DIAPHORESIS TACHYARRHYTHMIA PALPITATION DYSPNEA CHEST_PAIN)	(agoraphobia panic disorder chills/rigors hot flash; menopausal vasomotor symptom nausea abdominal pain paresthesia dizziness light-headedness diaphoresis tachyarrhythmia (tachycardia) palpitations dyspnea (shortness of breath {SOB}) chest pain)
OVARIAN_DYSGENESIS_2	ovarian dysgenesis 2; X-linked hypergonadotropic ovarian dysgenesis; hypergonadotropic ovarian failure due to ovarian dysgenesis	(AMENORRHEA)	(amenorrhea (oligomenorrhea))
OVARIAN_DYSGENESIS_1	ovarian dysgenesis 1; gonadal dysgenesis XX type; XX gonadal dysgenesis (XXGD); hereditary hypergonadotropic ovarian failure; hypergonadotropic ovarian dysgenesis with normal karyotype	(AMENORRHEA)	(amenorrhea (oligomenorrhea))
